Geography,variable,population
British Columbia / Colombie-Britannique ( 26.1%),Cornish_2,260
British Columbia / Colombie-Britannique ( 26.1%),English_2,614730
British Columbia / Colombie-Britannique ( 26.1%),Irish_2,338675
British Columbia / Colombie-Britannique ( 26.1%),Manx_2,765
British Columbia / Colombie-Britannique ( 26.1%),Scottish_2,428675
British Columbia / Colombie-Britannique ( 26.1%),Welsh_2,56925
British Columbia / Colombie-Britannique ( 26.1%),"British Isles origins, n.i.e._2",55920
British Columbia / Colombie-Britannique ( 26.1%),French origins_2,193255
British Columbia / Colombie-Britannique ( 26.1%),Alsatian_2,160
British Columbia / Colombie-Britannique ( 26.1%),Breton_2,135
British Columbia / Colombie-Britannique ( 26.1%),French_2,193010
British Columbia / Colombie-Britannique ( 26.1%),Western European origins (except French origins)_2,406515
British Columbia / Colombie-Britannique ( 26.1%),Austrian_2,23435
British Columbia / Colombie-Britannique ( 26.1%),Belgian_2,9630
British Columbia / Colombie-Britannique ( 26.1%),Dutch_2,103185
British Columbia / Colombie-Britannique ( 26.1%),Flemish_2,1130
British Columbia / Colombie-Britannique ( 26.1%),Frisian_2,495
British Columbia / Colombie-Britannique ( 26.1%),German_2,290125
British Columbia / Colombie-Britannique ( 26.1%),Luxembourger_2,375
British Columbia / Colombie-Britannique ( 26.1%),Swiss_2,15270
British Columbia / Colombie-Britannique ( 26.1%),"Western European origins, n.i.e._2",250
British Columbia / Colombie-Britannique ( 26.1%),Northern European origins (except British Isles origins)_2,172335
British Columbia / Colombie-Britannique ( 26.1%),Danish_2,29390
British Columbia / Colombie-Britannique ( 26.1%),Finnish_2,16125
British Columbia / Colombie-Britannique ( 26.1%),Icelandic_2,11710
British Columbia / Colombie-Britannique ( 26.1%),Norwegian_2,69175
British Columbia / Colombie-Britannique ( 26.1%),Swedish_2,56335
British Columbia / Colombie-Britannique ( 26.1%),"Northern European origins, n.i.e._2",5885
British Columbia / Colombie-Britannique ( 26.1%),Eastern European origins_2,265730
British Columbia / Colombie-Britannique ( 26.1%),Bulgarian_2,1580
British Columbia / Colombie-Britannique ( 26.1%),Byelorussian_2,1060
British Columbia / Colombie-Britannique ( 26.1%),Czech_2,9690
British Columbia / Colombie-Britannique ( 26.1%),"Czechoslovakian, n.o.s._2",4020
British Columbia / Colombie-Britannique ( 26.1%),Estonian_2,2160
British Columbia / Colombie-Britannique ( 26.1%),Hungarian_2,25810
British Columbia / Colombie-Britannique ( 26.1%),Latvian_2,1940
British Columbia / Colombie-Britannique ( 26.1%),Lithuanian_2,3065
British Columbia / Colombie-Britannique ( 26.1%),Moldovan_2,320
British Columbia / Colombie-Britannique ( 26.1%),Polish_2,69290
British Columbia / Colombie-Britannique ( 26.1%),Romanian_2,14435
British Columbia / Colombie-Britannique ( 26.1%),Russian_2,62885
British Columbia / Colombie-Britannique ( 26.1%),Slovak_2,5205
British Columbia / Colombie-Britannique ( 26.1%),Ukrainian_2,106285
British Columbia / Colombie-Britannique ( 26.1%),"Eastern European origins, n.i.e._2",1020
British Columbia / Colombie-Britannique ( 26.1%),Southern European origins_2,153165
British Columbia / Colombie-Britannique ( 26.1%),Albanian_2,655
British Columbia / Colombie-Britannique ( 26.1%),Bosnian_2,1350
British Columbia / Colombie-Britannique ( 26.1%),Croatian_2,9765
British Columbia / Colombie-Britannique ( 26.1%),Cypriot_2,130
British Columbia / Colombie-Britannique ( 26.1%),Greek_2,9755
British Columbia / Colombie-Britannique ( 26.1%),Italian_2,74985
British Columbia / Colombie-Britannique ( 26.1%),Kosovar_2,145
British Columbia / Colombie-Britannique ( 26.1%),Macedonian_2,505
British Columbia / Colombie-Britannique ( 26.1%),Maltese_2,1155
British Columbia / Colombie-Britannique ( 26.1%),Montenegrin_2,200
British Columbia / Colombie-Britannique ( 26.1%),Portuguese_2,18375
British Columbia / Colombie-Britannique ( 26.1%),Serbian_2,4965
British Columbia / Colombie-Britannique ( 26.1%),Sicilian_2,280
British Columbia / Colombie-Britannique ( 26.1%),Slovenian_2,2475
British Columbia / Colombie-Britannique ( 26.1%),Spanish_2,33055
British Columbia / Colombie-Britannique ( 26.1%),"Yugoslavian, n.o.s._2",4390
British Columbia / Colombie-Britannique ( 26.1%),"Southern European origins, n.i.e._2",160
British Columbia / Colombie-Britannique ( 26.1%),Other European origins_2,22110
British Columbia / Colombie-Britannique ( 26.1%),Basque_2,315
British Columbia / Colombie-Britannique ( 26.1%),Jewish_2,15785
British Columbia / Colombie-Britannique ( 26.1%),Roma (Gypsy)_2,570
British Columbia / Colombie-Britannique ( 26.1%),"Slavic, n.o.s._2",455
British Columbia / Colombie-Britannique ( 26.1%),"Other European origins, n.i.e._2",5135
British Columbia / Colombie-Britannique ( 26.1%),Caribbean origins_2,9810
British Columbia / Colombie-Britannique ( 26.1%),Antiguan_2,70
British Columbia / Colombie-Britannique ( 26.1%),Bahamian_2,135
British Columbia / Colombie-Britannique ( 26.1%),Barbadian_2,715
British Columbia / Colombie-Britannique ( 26.1%),Bermudan_2,150
British Columbia / Colombie-Britannique ( 26.1%),Carib_2,80
British Columbia / Colombie-Britannique ( 26.1%),Cuban_2,550
British Columbia / Colombie-Britannique ( 26.1%),Dominican_2,280
British Columbia / Colombie-Britannique ( 26.1%),Grenadian_2,125
British Columbia / Colombie-Britannique ( 26.1%),Haitian_2,350
British Columbia / Colombie-Britannique ( 26.1%),Jamaican_2,4000
British Columbia / Colombie-Britannique ( 26.1%),Kittitian/Nevisian_2,30
British Columbia / Colombie-Britannique ( 26.1%),Martinican_2,0
British Columbia / Colombie-Britannique ( 26.1%),Montserratan_2,0
British Columbia / Colombie-Britannique ( 26.1%),Puerto Rican_2,230
British Columbia / Colombie-Britannique ( 26.1%),St. Lucian_2,45
British Columbia / Colombie-Britannique ( 26.1%),Trinidadian/Tobagonian_2,1805
British Columbia / Colombie-Britannique ( 26.1%),Vincentian/Grenadinian_2,115
British Columbia / Colombie-Britannique ( 26.1%),"West Indian, n.o.s._2",940
British Columbia / Colombie-Britannique ( 26.1%),"Caribbean origins, n.i.e._2",590
British Columbia / Colombie-Britannique ( 26.1%),"Latin, Central and South American origins_2",27120
British Columbia / Colombie-Britannique ( 26.1%),Aboriginal from Central/South America (except Maya)_2,1060
British Columbia / Colombie-Britannique ( 26.1%),Argentinian_2,770
British Columbia / Colombie-Britannique ( 26.1%),Belizean_2,85
British Columbia / Colombie-Britannique ( 26.1%),Bolivian_2,145
British Columbia / Colombie-Britannique ( 26.1%),Brazilian_2,1455
British Columbia / Colombie-Britannique ( 26.1%),Chilean_2,2605
British Columbia / Colombie-Britannique ( 26.1%),Colombian_2,2240
British Columbia / Colombie-Britannique ( 26.1%),Costa Rican_2,400
British Columbia / Colombie-Britannique ( 26.1%),Ecuadorian_2,380
British Columbia / Colombie-Britannique ( 26.1%),Guatemalan_2,1075
British Columbia / Colombie-Britannique ( 26.1%),Guyanese_2,665
British Columbia / Colombie-Britannique ( 26.1%),Hispanic_2,600
British Columbia / Colombie-Britannique ( 26.1%),Honduran_2,620
British Columbia / Colombie-Britannique ( 26.1%),Maya_2,320
British Columbia / Colombie-Britannique ( 26.1%),Mexican_2,8065
British Columbia / Colombie-Britannique ( 26.1%),Nicaraguan_2,600
British Columbia / Colombie-Britannique ( 26.1%),Panamanian_2,185
British Columbia / Colombie-Britannique ( 26.1%),Paraguayan_2,300
British Columbia / Colombie-Britannique ( 26.1%),Peruvian_2,1710
British Columbia / Colombie-Britannique ( 26.1%),Salvadorean_2,3730
British Columbia / Colombie-Britannique ( 26.1%),Uruguayan_2,140
British Columbia / Colombie-Britannique ( 26.1%),Venezuelan_2,530
British Columbia / Colombie-Britannique ( 26.1%),"Latin, Central and South American origins, n.i.e._2",1110
British Columbia / Colombie-Britannique ( 26.1%),African origins_2,23615
British Columbia / Colombie-Britannique ( 26.1%),Central and West African origins_2,2280
British Columbia / Colombie-Britannique ( 26.1%),Akan_2,40
British Columbia / Colombie-Britannique ( 26.1%),Angolan_2,0
British Columbia / Colombie-Britannique ( 26.1%),Ashanti_2,30
British Columbia / Colombie-Britannique ( 26.1%),Beninese_2,0
British Columbia / Colombie-Britannique ( 26.1%),Burkinabe_2,0
British Columbia / Colombie-Britannique ( 26.1%),Cameroonian_2,50
British Columbia / Colombie-Britannique ( 26.1%),Chadian_2,0
British Columbia / Colombie-Britannique ( 26.1%),Congolese_2,370
British Columbia / Colombie-Britannique ( 26.1%),Gabonese_2,0
British Columbia / Colombie-Britannique ( 26.1%),Gambian_2,0
British Columbia / Colombie-Britannique ( 26.1%),Ghanaian_2,545
British Columbia / Colombie-Britannique ( 26.1%),Guinean_2,45
British Columbia / Colombie-Britannique ( 26.1%),Ibo_2,105
British Columbia / Colombie-Britannique ( 26.1%),Ivorian_2,15
British Columbia / Colombie-Britannique ( 26.1%),Liberian_2,150
British Columbia / Colombie-Britannique ( 26.1%),Malian_2,20
British Columbia / Colombie-Britannique ( 26.1%),Nigerian_2,745
British Columbia / Colombie-Britannique ( 26.1%),Peulh_2,0
British Columbia / Colombie-Britannique ( 26.1%),Senegalese_2,25
British Columbia / Colombie-Britannique ( 26.1%),Sierra Leonean_2,25
British Columbia / Colombie-Britannique ( 26.1%),Togolese_2,25
British Columbia / Colombie-Britannique ( 26.1%),Yoruba_2,95
British Columbia / Colombie-Britannique ( 26.1%),"Central and West African origins, n.i.e._2",160
British Columbia / Colombie-Britannique ( 26.1%),North African origins_2,3325
British Columbia / Colombie-Britannique ( 26.1%),Algerian_2,310
British Columbia / Colombie-Britannique ( 26.1%),Berber_2,65
British Columbia / Colombie-Britannique ( 26.1%),Coptic_2,55
British Columbia / Colombie-Britannique ( 26.1%),Dinka_2,0
British Columbia / Colombie-Britannique ( 26.1%),Egyptian_2,1495
British Columbia / Colombie-Britannique ( 26.1%),Libyan_2,190
British Columbia / Colombie-Britannique ( 26.1%),Maure_2,40
British Columbia / Colombie-Britannique ( 26.1%),Moroccan_2,645
British Columbia / Colombie-Britannique ( 26.1%),Sudanese_2,430
British Columbia / Colombie-Britannique ( 26.1%),Tunisian_2,160
British Columbia / Colombie-Britannique ( 26.1%),"North African origins, n.i.e._2",60
British Columbia / Colombie-Britannique ( 26.1%),Southern and East African origins_2,10235
British Columbia / Colombie-Britannique ( 26.1%),Afrikaner_2,330
British Columbia / Colombie-Britannique ( 26.1%),Amhara_2,50
British Columbia / Colombie-Britannique ( 26.1%),"Bantu, n.o.s._2",20
British Columbia / Colombie-Britannique ( 26.1%),Burundian_2,65
British Columbia / Colombie-Britannique ( 26.1%),Eritrean_2,555
British Columbia / Colombie-Britannique ( 26.1%),Ethiopian_2,890
British Columbia / Colombie-Britannique ( 26.1%),Harari_2,0
British Columbia / Colombie-Britannique ( 26.1%),Kenyan_2,570
British Columbia / Colombie-Britannique ( 26.1%),Malagasy_2,0
British Columbia / Colombie-Britannique ( 26.1%),Mauritian_2,290
British Columbia / Colombie-Britannique ( 26.1%),Oromo_2,55
British Columbia / Colombie-Britannique ( 26.1%),Rwandan_2,105
British Columbia / Colombie-Britannique ( 26.1%),Seychellois_2,10
British Columbia / Colombie-Britannique ( 26.1%),Somali_2,625
British Columbia / Colombie-Britannique ( 26.1%),South African_2,5420
British Columbia / Colombie-Britannique ( 26.1%),Tanzanian_2,290
British Columbia / Colombie-Britannique ( 26.1%),Tigrian_2,20
British Columbia / Colombie-Britannique ( 26.1%),Ugandan_2,295
British Columbia / Colombie-Britannique ( 26.1%),Zambian_2,80
British Columbia / Colombie-Britannique ( 26.1%),Zimbabwean_2,285
British Columbia / Colombie-Britannique ( 26.1%),Zulu_2,50
British Columbia / Colombie-Britannique ( 26.1%),"Southern and East African origins, n.i.e._2",635
British Columbia / Colombie-Britannique ( 26.1%),Other African origins_2,8145
British Columbia / Colombie-Britannique ( 26.1%),"Black, n.o.s._2",840
British Columbia / Colombie-Britannique ( 26.1%),"Other African origins, n.i.e._2",7345
British Columbia / Colombie-Britannique ( 26.1%),Asian origins_2,586620
British Columbia / Colombie-Britannique ( 26.1%),West Central Asian and Middle Eastern origins_2,37595
British Columbia / Colombie-Britannique ( 26.1%),Afghan_2,2655
British Columbia / Colombie-Britannique ( 26.1%),"Arab, n.o.s._2",2380
British Columbia / Colombie-Britannique ( 26.1%),Armenian_2,1870
British Columbia / Colombie-Britannique ( 26.1%),Assyrian_2,210
British Columbia / Colombie-Britannique ( 26.1%),Azerbaijani_2,375
British Columbia / Colombie-Britannique ( 26.1%),Georgian_2,215
British Columbia / Colombie-Britannique ( 26.1%),Iranian_2,19525
British Columbia / Colombie-Britannique ( 26.1%),Iraqi_2,1465
British Columbia / Colombie-Britannique ( 26.1%),Israeli_2,610
British Columbia / Colombie-Britannique ( 26.1%),Jordanian_2,225
British Columbia / Colombie-Britannique ( 26.1%),Kazakh_2,165
British Columbia / Colombie-Britannique ( 26.1%),Kurd_2,625
British Columbia / Colombie-Britannique ( 26.1%),Kuwaiti_2,55
British Columbia / Colombie-Britannique ( 26.1%),Lebanese_2,3230
British Columbia / Colombie-Britannique ( 26.1%),Palestinian_2,690
British Columbia / Colombie-Britannique ( 26.1%),Pashtun_2,175
British Columbia / Colombie-Britannique ( 26.1%),Saudi Arabian_2,585
British Columbia / Colombie-Britannique ( 26.1%),Syrian_2,825
British Columbia / Colombie-Britannique ( 26.1%),Tajik_2,195
British Columbia / Colombie-Britannique ( 26.1%),Tatar_2,160
British Columbia / Colombie-Britannique ( 26.1%),Turk_2,2535
British Columbia / Colombie-Britannique ( 26.1%),Uighur_2,65
British Columbia / Colombie-Britannique ( 26.1%),Uzbek_2,145
British Columbia / Colombie-Britannique ( 26.1%),Yemeni_2,75
British Columbia / Colombie-Britannique ( 26.1%),"West Central Asian and Middle Eastern origins, n.i.e._2",770
British Columbia / Colombie-Britannique ( 26.1%),South Asian origins_2,155235
British Columbia / Colombie-Britannique ( 26.1%),Bangladeshi_2,565
British Columbia / Colombie-Britannique ( 26.1%),Bengali_2,285
British Columbia / Colombie-Britannique ( 26.1%),East Indian_2,136970
British Columbia / Colombie-Britannique ( 26.1%),Goan_2,120
British Columbia / Colombie-Britannique ( 26.1%),Gujarati_2,315
British Columbia / Colombie-Britannique ( 26.1%),Kashmiri_2,35
British Columbia / Colombie-Britannique ( 26.1%),Nepali_2,685
British Columbia / Colombie-Britannique ( 26.1%),Pakistani_2,4595
British Columbia / Colombie-Britannique ( 26.1%),Punjabi_2,12125
British Columbia / Colombie-Britannique ( 26.1%),Sinhalese_2,285
British Columbia / Colombie-Britannique ( 26.1%),Sri Lankan_2,2520
British Columbia / Colombie-Britannique ( 26.1%),Tamil_2,620
British Columbia / Colombie-Britannique ( 26.1%),"South Asian origins, n.i.e._2",2190
British Columbia / Colombie-Britannique ( 26.1%),East and Southeast Asian origins_2,396575
British Columbia / Colombie-Britannique ( 26.1%),Burmese_2,1135
British Columbia / Colombie-Britannique ( 26.1%),Cambodian (Khmer)_2,1195
British Columbia / Colombie-Britannique ( 26.1%),Chinese_5,244365
British Columbia / Colombie-Britannique ( 26.1%),Filipino_5,77485
British Columbia / Colombie-Britannique ( 26.1%),Hmong_2,80
British Columbia / Colombie-Britannique ( 26.1%),Indonesian_2,2855
British Columbia / Colombie-Britannique ( 26.1%),Japanese_5,25910
British Columbia / Colombie-Britannique ( 26.1%),Korean_5,29295
British Columbia / Colombie-Britannique ( 26.1%),Laotian_2,1040
British Columbia / Colombie-Britannique ( 26.1%),Malaysian_2,2375
British Columbia / Colombie-Britannique ( 26.1%),Mongolian_2,740
British Columbia / Colombie-Britannique ( 26.1%),Singaporean_2,470
British Columbia / Colombie-Britannique ( 26.1%),Taiwanese_2,8970
British Columbia / Colombie-Britannique ( 26.1%),Thai_2,2365
British Columbia / Colombie-Britannique ( 26.1%),Tibetan_2,130
British Columbia / Colombie-Britannique ( 26.1%),Vietnamese_2,18885
British Columbia / Colombie-Britannique ( 26.1%),"East and Southeast Asian origins, n.i.e._2",710
British Columbia / Colombie-Britannique ( 26.1%),Other Asian origins_2,1185
British Columbia / Colombie-Britannique ( 26.1%),"Other Asian origins, n.i.e._2",1185
British Columbia / Colombie-Britannique ( 26.1%),Oceania origins_2,18340
